id,project_id,user_id,role,joined_at
401,186,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,member,2026-07-20T10:30:00+00:00
402,187,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,owner,2026-07-13T08:30:00+00:00
403,187,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,member,2026-07-13T12:30:00+00:00
404,187,d5dc7189-89df-5fd7-983f-1124b6de3d68,member,2026-07-13T16:30:00+00:00
405,188,3d5b480d-3962-5c76-96ca-5459d65372aa,owner,2026-08-12T02:30:00+00:00
406,188,06657aeb-b604-5b0d-9281-d2e5afb78a9d,member,2026-08-12T06:30:00+00:00
407,188,51420309-4688-52d6-84b9-51c0dc3a900e,member,2026-08-12T10:30:00+00:00
408,188,a60d0128-bffa-5d2d-9915-36693e6bc3ba,member,2026-08-12T14:30:00+00:00
409,188,da462241-608b-5422-bdbd-0d98184a433d,member,2026-08-12T18:30:00+00:00
410,189,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,owner,2026-06-30T09:30:00+00:00
411,189,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,member,2026-06-30T13:30:00+00:00
412,189,88a268b0-6bca-5583-b041-ffdbc51be7e6,member,2026-06-30T17:30:00+00:00
413,189,35e87bcc-650c-5e3f-9741-3f0c54905b6f,member,2026-06-30T21:30:00+00:00
414,189,b7180518-4b5b-54ef-9060-958212d05ab7,member,2026-07-01T01:30:00+00:00
415,189,6988340a-a3c1-5fda-a996-711f1723c649,member,2026-07-01T05:30:00+00:00
416,190,facb4557-eabe-5f8b-89cc-f223b91c89b7,owner,2026-08-24T23:30:00+00:00
417,190,cb162f3d-006f-544e-bfa6-f9abb8a52026,member,2026-08-25T03:30:00+00:00
418,190,693ebb02-ab3f-5d60-b798-d4d4df4900d2,member,2026-08-25T07:30:00+00:00
419,190,a36cd93c-2f0c-5956-9a51-8094e39a7bed,member,2026-08-25T11:30:00+00:00
420,191,001e944b-e64e-5742-afb7-5e04327e41ee,owner,2026-07-14T14:30:00+00:00
421,191,90cced0e-f2c7-528c-bd28-38c44ead6c98,mentor,2026-07-14T18:30:00+00:00
422,191,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,member,2026-07-14T22:30:00+00:00
423,191,f3744506-cae3-5f81-8a4f-506a60395be8,member,2026-07-15T02:30:00+00:00
424,191,3b932376-f549-5a1c-a24b-664b4bc338e3,member,2026-07-15T06:30:00+00:00
