id,user_id,book_id,chapter_id,progress_percent,completed,completed_chapters,book_completion_awarded,last_read_at,created_at,updated_at
284,484e243b-afd7-5767-bb0f-4262c0334aea,14,39,20,false,{38},false,2026-09-19T01:07:00+00:00,2026-09-19T01:07:00+00:00,2026-09-19T01:07:00+00:00
285,484e243b-afd7-5767-bb0f-4262c0334aea,13,35,40,false,"{33,34}",false,2026-09-19T03:19:00+00:00,2026-09-19T03:07:00+00:00,2026-09-19T03:19:00+00:00
286,ffe47fd1-7989-5728-addd-50b504edd889,11,27,100,true,"{23,24,25,26,27}",true,2026-09-19T01:53:00+00:00,2026-09-19T01:05:00+00:00,2026-09-19T01:53:00+00:00
287,ef763ec1-f93c-5744-9640-4ca59adf9347,16,50,40,false,"{48,49}",false,2026-09-19T01:16:00+00:00,2026-09-19T01:04:00+00:00,2026-09-19T01:16:00+00:00
288,ef763ec1-f93c-5744-9640-4ca59adf9347,7,5,40,false,"{3,4}",false,2026-09-19T03:16:00+00:00,2026-09-19T03:04:00+00:00,2026-09-19T03:16:00+00:00
289,ef763ec1-f93c-5744-9640-4ca59adf9347,14,40,40,false,"{38,39}",false,2026-09-19T05:16:00+00:00,2026-09-19T05:04:00+00:00,2026-09-19T05:16:00+00:00
290,20b4182c-90f7-51da-99e8-97ade4d19a92,8,10,40,false,"{8,9}",false,2026-09-19T01:15:00+00:00,2026-09-19T01:03:00+00:00,2026-09-19T01:15:00+00:00
291,673e8617-3280-5bfa-85a6-738a6d64aac6,7,7,80,false,"{3,4,5,6}",false,2026-09-19T01:37:00+00:00,2026-09-19T01:01:00+00:00,2026-09-19T01:37:00+00:00
292,673e8617-3280-5bfa-85a6-738a6d64aac6,15,43,0,false,{},false,2026-09-19T03:01:00+00:00,2026-09-19T03:01:00+00:00,2026-09-19T03:01:00+00:00
293,a53c485b-a35c-51fb-84a5-364207ce0adb,7,5,40,false,"{3,4}",false,2026-09-19T01:12:00+00:00,2026-09-19T01:00:00+00:00,2026-09-19T01:12:00+00:00
294,a53c485b-a35c-51fb-84a5-364207ce0adb,16,52,80,false,"{48,49,50,51}",false,2026-09-19T03:36:00+00:00,2026-09-19T03:00:00+00:00,2026-09-19T03:36:00+00:00
295,da462241-608b-5422-bdbd-0d98184a433d,7,5,40,false,"{3,4}",false,2026-09-19T01:11:00+00:00,2026-09-19T00:59:00+00:00,2026-09-19T01:11:00+00:00
296,1062abbb-4fcd-51a9-95fc-5474e4af7640,16,48,0,false,{},false,2026-09-19T00:57:00+00:00,2026-09-19T00:57:00+00:00,2026-09-19T00:57:00+00:00
297,1062abbb-4fcd-51a9-95fc-5474e4af7640,14,38,0,false,{},false,2026-09-19T02:57:00+00:00,2026-09-19T02:57:00+00:00,2026-09-19T02:57:00+00:00
298,44f09dba-7a20-5f46-840b-4670e6c7eb92,13,36,60,false,"{33,34,35}",false,2026-09-19T01:20:00+00:00,2026-09-19T00:56:00+00:00,2026-09-19T01:20:00+00:00
299,a0a53b38-722a-56e6-a52c-fe0e06169a59,14,40,40,false,"{38,39}",false,2026-09-19T01:07:00+00:00,2026-09-19T00:55:00+00:00,2026-09-19T01:07:00+00:00
300,5421f79d-ed60-5eed-852b-01b379adab9e,15,47,80,false,"{43,44,45,46}",false,2026-09-19T01:29:00+00:00,2026-09-19T00:53:00+00:00,2026-09-19T01:29:00+00:00
301,5421f79d-ed60-5eed-852b-01b379adab9e,16,49,20,false,{48},false,2026-09-19T02:53:00+00:00,2026-09-19T02:53:00+00:00,2026-09-19T02:53:00+00:00
302,45abfe15-6e8d-57cf-bda3-b7ae2b5c0bc7,13,35,40,false,"{33,34}",false,2026-09-19T01:04:00+00:00,2026-09-19T00:52:00+00:00,2026-09-19T01:04:00+00:00
303,bdc5faf6-386d-5338-99a0-32d156bcbd68,10,22,100,true,"{18,19,20,21,22}",true,2026-09-19T01:39:00+00:00,2026-09-19T00:51:00+00:00,2026-09-19T01:39:00+00:00
304,bdc5faf6-386d-5338-99a0-32d156bcbd68,8,10,40,false,"{8,9}",false,2026-09-19T03:03:00+00:00,2026-09-19T02:51:00+00:00,2026-09-19T03:03:00+00:00
305,51420309-4688-52d6-84b9-51c0dc3a900e,11,26,60,false,"{23,24,25}",false,2026-09-19T01:13:00+00:00,2026-09-19T00:49:00+00:00,2026-09-19T01:13:00+00:00
306,51420309-4688-52d6-84b9-51c0dc3a900e,16,49,20,false,{48},false,2026-09-19T02:49:00+00:00,2026-09-19T02:49:00+00:00,2026-09-19T02:49:00+00:00
307,7624f38b-fbca-546f-af04-c9dda9318f82,10,20,40,false,"{18,19}",false,2026-09-19T01:00:00+00:00,2026-09-19T00:48:00+00:00,2026-09-19T01:00:00+00:00
308,7624f38b-fbca-546f-af04-c9dda9318f82,15,44,20,false,{43},false,2026-09-19T02:48:00+00:00,2026-09-19T02:48:00+00:00,2026-09-19T02:48:00+00:00
309,33d87513-60c2-51ff-9ec5-f0f1389ed27e,14,42,100,true,"{38,39,40,41,42}",true,2026-09-19T01:35:00+00:00,2026-09-19T00:47:00+00:00,2026-09-19T01:35:00+00:00
310,e137404e-9196-525c-b17a-44dc96d29f29,13,37,100,true,"{33,34,35,36,37}",true,2026-09-19T01:33:00+00:00,2026-09-19T00:45:00+00:00,2026-09-19T01:33:00+00:00
311,e137404e-9196-525c-b17a-44dc96d29f29,8,10,40,false,"{8,9}",false,2026-09-19T02:57:00+00:00,2026-09-19T02:45:00+00:00,2026-09-19T02:57:00+00:00
312,e137404e-9196-525c-b17a-44dc96d29f29,15,47,100,true,"{43,44,45,46,47}",true,2026-09-19T05:33:00+00:00,2026-09-19T04:45:00+00:00,2026-09-19T05:33:00+00:00
313,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,9,14,20,false,{13},false,2026-09-19T00:44:00+00:00,2026-09-19T00:44:00+00:00,2026-09-19T00:44:00+00:00
314,3bc3e38a-5ff7-5330-ab2d-8add18e85d57,16,51,60,false,"{48,49,50}",false,2026-09-19T03:08:00+00:00,2026-09-19T02:44:00+00:00,2026-09-19T03:08:00+00:00
315,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,12,30,40,false,"{28,29}",false,2026-09-19T00:55:00+00:00,2026-09-19T00:43:00+00:00,2026-09-19T00:55:00+00:00
316,6cf4bb40-4d81-5eb3-b9d9-5841cd55724e,16,49,20,false,{48},false,2026-09-19T00:41:00+00:00,2026-09-19T00:41:00+00:00,2026-09-19T00:41:00+00:00
317,6cf4bb40-4d81-5eb3-b9d9-5841cd55724e,15,47,80,false,"{43,44,45,46}",false,2026-09-19T03:17:00+00:00,2026-09-19T02:41:00+00:00,2026-09-19T03:17:00+00:00
318,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,16,49,20,false,{48},false,2026-09-19T01:30:00+00:00,2026-09-19T01:30:00+00:00,2026-09-19T01:30:00+00:00
319,878bb7d9-5569-5efb-bbd1-5e39d62d594d,16,52,100,true,"{48,49,50,51,52}",true,2026-09-19T02:17:00+00:00,2026-09-19T01:29:00+00:00,2026-09-19T02:17:00+00:00
320,878bb7d9-5569-5efb-bbd1-5e39d62d594d,10,21,60,false,"{18,19,20}",false,2026-09-19T03:53:00+00:00,2026-09-19T03:29:00+00:00,2026-09-19T03:53:00+00:00
321,878bb7d9-5569-5efb-bbd1-5e39d62d594d,7,3,0,false,{},false,2026-09-19T05:29:00+00:00,2026-09-19T05:29:00+00:00,2026-09-19T05:29:00+00:00
322,6ecf180b-be59-594c-a33b-31bd0120f01f,7,6,60,false,"{3,4,5}",false,2026-09-19T01:51:00+00:00,2026-09-19T01:27:00+00:00,2026-09-19T01:51:00+00:00
323,693ebb02-ab3f-5d60-b798-d4d4df4900d2,16,51,60,false,"{48,49,50}",false,2026-09-19T01:50:00+00:00,2026-09-19T01:26:00+00:00,2026-09-19T01:50:00+00:00
324,096499d2-73d6-5063-9dd4-a7c1aebac61d,10,20,40,false,"{18,19}",false,2026-09-19T01:37:00+00:00,2026-09-19T01:25:00+00:00,2026-09-19T01:37:00+00:00
325,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,12,32,80,false,"{28,29,30,31}",false,2026-09-19T01:59:00+00:00,2026-09-19T01:23:00+00:00,2026-09-19T01:59:00+00:00
326,63fdd1e3-9db3-5b05-9799-510eea6abab7,7,4,20,false,{3},false,2026-09-19T01:22:00+00:00,2026-09-19T01:22:00+00:00,2026-09-19T01:22:00+00:00
327,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,7,6,60,false,"{3,4,5}",false,2026-09-19T01:45:00+00:00,2026-09-19T01:21:00+00:00,2026-09-19T01:45:00+00:00
328,02bf8d95-eee4-5287-b363-0551cc4a6d51,9,14,20,false,{13},false,2026-09-19T01:19:00+00:00,2026-09-19T01:19:00+00:00,2026-09-19T01:19:00+00:00
329,02bf8d95-eee4-5287-b363-0551cc4a6d51,7,5,40,false,"{3,4}",false,2026-09-19T03:31:00+00:00,2026-09-19T03:19:00+00:00,2026-09-19T03:31:00+00:00
330,58074159-53d7-5a52-8436-d84a05af35a9,12,31,60,false,"{28,29,30}",false,2026-09-19T01:42:00+00:00,2026-09-19T01:18:00+00:00,2026-09-19T01:42:00+00:00
331,58074159-53d7-5a52-8436-d84a05af35a9,10,19,20,false,{18},false,2026-09-19T03:18:00+00:00,2026-09-19T03:18:00+00:00,2026-09-19T03:18:00+00:00
332,d9aaa9eb-5304-587b-b0f4-42a2d5930f54,9,15,40,false,"{13,14}",false,2026-09-19T01:29:00+00:00,2026-09-19T01:17:00+00:00,2026-09-19T01:29:00+00:00
333,49a9d8f7-08ea-5972-af3a-0ca0a6c06e59,9,16,60,false,"{13,14,15}",false,2026-09-19T01:39:00+00:00,2026-09-19T01:15:00+00:00,2026-09-19T01:39:00+00:00
334,e7c63421-97d2-555e-9731-46cb0f04f637,7,5,40,false,"{3,4}",false,2026-09-19T01:26:00+00:00,2026-09-19T01:14:00+00:00,2026-09-19T01:26:00+00:00
335,b897da16-1a55-5740-8129-7d502e6f44b8,10,19,20,false,{18},false,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00,2026-09-19T01:13:00+00:00
336,b897da16-1a55-5740-8129-7d502e6f44b8,9,16,60,false,"{13,14,15}",false,2026-09-19T03:37:00+00:00,2026-09-19T03:13:00+00:00,2026-09-19T03:37:00+00:00
337,0e992dba-f631-52d1-b7e3-76faec77c33f,13,33,0,false,{},false,2026-09-19T01:11:00+00:00,2026-09-19T01:11:00+00:00,2026-09-19T01:11:00+00:00
338,473b12ab-4d0d-5b7f-89b2-c0a1e2405c60,16,50,40,false,"{48,49}",false,2026-09-19T01:22:00+00:00,2026-09-19T01:10:00+00:00,2026-09-19T01:22:00+00:00
339,473b12ab-4d0d-5b7f-89b2-c0a1e2405c60,12,29,20,false,{28},false,2026-09-19T03:10:00+00:00,2026-09-19T03:10:00+00:00,2026-09-19T03:10:00+00:00
340,88820056-e901-59a1-b2ca-c4e813b34f7b,8,11,60,false,"{8,9,10}",false,2026-09-19T01:33:00+00:00,2026-09-19T01:09:00+00:00,2026-09-19T01:33:00+00:00
341,fbdfefdb-ca2d-5a0e-87ed-62021c1c11d4,9,15,40,false,"{13,14}",false,2026-09-19T01:19:00+00:00,2026-09-19T01:07:00+00:00,2026-09-19T01:19:00+00:00
342,8fa5b823-1a70-59f7-9bb2-b3d5f36dc82b,12,32,100,true,"{28,29,30,31,32}",true,2026-09-19T01:54:00+00:00,2026-09-19T01:06:00+00:00,2026-09-19T01:54:00+00:00
343,f6e8344b-87f4-5461-93fc-b01ff1ae4265,14,39,20,false,{38},false,2026-09-19T01:05:00+00:00,2026-09-19T01:05:00+00:00,2026-09-19T01:05:00+00:00
344,f6e8344b-87f4-5461-93fc-b01ff1ae4265,11,24,20,false,{23},false,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00,2026-09-19T03:05:00+00:00
345,c6286e16-5e03-594c-aa67-861b8ba91b33,15,43,0,false,{},false,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00,2026-09-19T01:03:00+00:00
346,fb400c3e-ecd0-522e-8b8e-1323946be71a,12,30,40,false,"{28,29}",false,2026-09-19T01:14:00+00:00,2026-09-19T01:02:00+00:00,2026-09-19T01:14:00+00:00
347,373cd20e-25d5-5a46-a0ae-18157cf68a55,12,31,60,false,"{28,29,30}",false,2026-09-19T01:25:00+00:00,2026-09-19T01:01:00+00:00,2026-09-19T01:25:00+00:00
348,40120057-c43a-5745-9d3a-d9b0c6b1e84e,15,46,60,false,"{43,44,45}",false,2026-09-19T01:23:00+00:00,2026-09-19T00:59:00+00:00,2026-09-19T01:23:00+00:00
349,6d9d0917-bda8-5863-abe4-92d14b0cc926,15,44,20,false,{43},false,2026-09-19T00:58:00+00:00,2026-09-19T00:58:00+00:00,2026-09-19T00:58:00+00:00
350,6d9d0917-bda8-5863-abe4-92d14b0cc926,14,41,60,false,"{38,39,40}",false,2026-09-19T03:22:00+00:00,2026-09-19T02:58:00+00:00,2026-09-19T03:22:00+00:00
351,6ac5a7a4-ae0d-5e31-8a7c-d85b63a96c46,8,9,20,false,{8},false,2026-09-19T00:57:00+00:00,2026-09-19T00:57:00+00:00,2026-09-19T00:57:00+00:00
352,6ac5a7a4-ae0d-5e31-8a7c-d85b63a96c46,9,14,20,false,{13},false,2026-09-19T02:57:00+00:00,2026-09-19T02:57:00+00:00,2026-09-19T02:57:00+00:00
353,518ae987-15f7-5b22-8bcc-df59623dbdce,11,24,20,false,{23},false,2026-09-19T00:55:00+00:00,2026-09-19T00:55:00+00:00,2026-09-19T00:55:00+00:00
354,518ae987-15f7-5b22-8bcc-df59623dbdce,7,7,80,false,"{3,4,5,6}",false,2026-09-19T03:31:00+00:00,2026-09-19T02:55:00+00:00,2026-09-19T03:31:00+00:00
355,b7180518-4b5b-54ef-9060-958212d05ab7,7,6,60,false,"{3,4,5}",false,2026-09-19T01:18:00+00:00,2026-09-19T00:54:00+00:00,2026-09-19T01:18:00+00:00
356,3d0f3e54-413b-5a89-bc88-8cb0e7246b97,7,4,20,false,{3},false,2026-09-19T00:53:00+00:00,2026-09-19T00:53:00+00:00,2026-09-19T00:53:00+00:00
357,3d0f3e54-413b-5a89-bc88-8cb0e7246b97,10,22,100,true,"{18,19,20,21,22}",true,2026-09-19T03:41:00+00:00,2026-09-19T02:53:00+00:00,2026-09-19T03:41:00+00:00
358,3d5b480d-3962-5c76-96ca-5459d65372aa,9,13,0,false,{},false,2026-09-19T00:51:00+00:00,2026-09-19T00:51:00+00:00,2026-09-19T00:51:00+00:00
359,d6b81cb4-a299-5894-baa5-463cb63679a3,14,39,20,false,{38},false,2026-09-19T00:50:00+00:00,2026-09-19T00:50:00+00:00,2026-09-19T00:50:00+00:00
360,d6b81cb4-a299-5894-baa5-463cb63679a3,11,25,40,false,"{23,24}",false,2026-09-19T03:02:00+00:00,2026-09-19T02:50:00+00:00,2026-09-19T03:02:00+00:00
361,06657aeb-b604-5b0d-9281-d2e5afb78a9d,9,14,20,false,{13},false,2026-09-19T00:49:00+00:00,2026-09-19T00:49:00+00:00,2026-09-19T00:49:00+00:00
362,d3175e63-6121-5d55-b429-df91670d9aca,9,16,60,false,"{13,14,15}",false,2026-09-19T01:11:00+00:00,2026-09-19T00:47:00+00:00,2026-09-19T01:11:00+00:00
363,d3175e63-6121-5d55-b429-df91670d9aca,16,51,60,false,"{48,49,50}",false,2026-09-19T03:11:00+00:00,2026-09-19T02:47:00+00:00,2026-09-19T03:11:00+00:00
364,7b359533-e634-59eb-a2c3-b5501ff96488,12,32,100,true,"{28,29,30,31,32}",true,2026-09-19T01:34:00+00:00,2026-09-19T00:46:00+00:00,2026-09-19T01:34:00+00:00
365,7b359533-e634-59eb-a2c3-b5501ff96488,10,19,20,false,{18},false,2026-09-19T02:46:00+00:00,2026-09-19T02:46:00+00:00,2026-09-19T02:46:00+00:00
366,9047d24d-0775-5f10-bf17-6e8fc62c5884,16,51,60,false,"{48,49,50}",false,2026-09-19T01:09:00+00:00,2026-09-19T00:45:00+00:00,2026-09-19T01:09:00+00:00
367,9047d24d-0775-5f10-bf17-6e8fc62c5884,14,39,20,false,{38},false,2026-09-19T02:45:00+00:00,2026-09-19T02:45:00+00:00,2026-09-19T02:45:00+00:00
368,d16e3cdc-2868-563d-867d-62fa9b8b24ea,16,48,0,false,{},false,2026-09-19T00:43:00+00:00,2026-09-19T00:43:00+00:00,2026-09-19T00:43:00+00:00
369,d16e3cdc-2868-563d-867d-62fa9b8b24ea,10,20,40,false,"{18,19}",false,2026-09-19T02:55:00+00:00,2026-09-19T02:43:00+00:00,2026-09-19T02:55:00+00:00
370,35e87bcc-650c-5e3f-9741-3f0c54905b6f,7,7,80,false,"{3,4,5,6}",false,2026-09-19T01:18:00+00:00,2026-09-19T00:42:00+00:00,2026-09-19T01:18:00+00:00
371,35e87bcc-650c-5e3f-9741-3f0c54905b6f,9,16,60,false,"{13,14,15}",false,2026-09-19T03:06:00+00:00,2026-09-19T02:42:00+00:00,2026-09-19T03:06:00+00:00
372,61347d09-09eb-5f04-a4ec-fe830319799f,14,42,100,true,"{38,39,40,41,42}",true,2026-09-19T01:29:00+00:00,2026-09-19T00:41:00+00:00,2026-09-19T01:29:00+00:00
373,61347d09-09eb-5f04-a4ec-fe830319799f,9,14,20,false,{13},false,2026-09-19T02:41:00+00:00,2026-09-19T02:41:00+00:00,2026-09-19T02:41:00+00:00
374,7298015b-9105-595a-b879-3013c08053f7,14,40,40,false,"{38,39}",false,2026-09-19T01:41:00+00:00,2026-09-19T01:29:00+00:00,2026-09-19T01:41:00+00:00
375,5c465a9a-bc36-5d7b-b5a2-0f18d9dab68a,14,39,20,false,{38},false,2026-09-19T01:28:00+00:00,2026-09-19T01:28:00+00:00,2026-09-19T01:28:00+00:00
376,e7dd6cb0-626e-510a-9e98-0498c534b04d,15,47,80,false,"{43,44,45,46}",false,2026-09-19T02:03:00+00:00,2026-09-19T01:27:00+00:00,2026-09-19T02:03:00+00:00
377,0947c4b9-50d6-50e2-9043-84a15b80e8c7,7,7,100,true,"{3,4,5,6,7}",true,2026-09-19T02:13:00+00:00,2026-09-19T01:25:00+00:00,2026-09-19T02:13:00+00:00
378,82a5c89c-0b3a-58b9-9259-837a5348a5c2,11,23,0,false,{},false,2026-09-19T01:24:00+00:00,2026-09-19T01:24:00+00:00,2026-09-19T01:24:00+00:00
379,729fe171-fa0d-547e-b374-39bd19f4c645,11,26,60,false,"{23,24,25}",false,2026-09-19T01:47:00+00:00,2026-09-19T01:23:00+00:00,2026-09-19T01:47:00+00:00
380,01c00e49-c4d6-5d4b-bbc1-8aa3fe21ba2a,15,47,80,false,"{43,44,45,46}",false,2026-09-19T01:57:00+00:00,2026-09-19T01:21:00+00:00,2026-09-19T01:57:00+00:00
381,1873645b-b54c-51dc-a41a-7131e831a64f,9,14,20,false,{13},false,2026-09-19T01:20:00+00:00,2026-09-19T01:20:00+00:00,2026-09-19T01:20:00+00:00
382,1873645b-b54c-51dc-a41a-7131e831a64f,7,5,40,false,"{3,4}",false,2026-09-19T03:32:00+00:00,2026-09-19T03:20:00+00:00,2026-09-19T03:32:00+00:00
383,9edec740-5de6-5c27-8233-5cf72946b182,8,12,80,false,"{8,9,10,11}",false,2026-09-19T01:55:00+00:00,2026-09-19T01:19:00+00:00,2026-09-19T01:55:00+00:00
384,9edec740-5de6-5c27-8233-5cf72946b182,11,24,20,false,{23},false,2026-09-19T03:19:00+00:00,2026-09-19T03:19:00+00:00,2026-09-19T03:19:00+00:00
385,783491ec-2857-52e8-a102-766d7abba6d2,13,37,100,true,"{33,34,35,36,37}",true,2026-09-19T02:05:00+00:00,2026-09-19T01:17:00+00:00,2026-09-19T02:05:00+00:00
386,e21dfd78-ea9f-5754-a3b2-3b3b66dd30b5,10,21,60,false,"{18,19,20}",false,2026-09-19T01:40:00+00:00,2026-09-19T01:16:00+00:00,2026-09-19T01:40:00+00:00
387,e21dfd78-ea9f-5754-a3b2-3b3b66dd30b5,13,34,20,false,{33},false,2026-09-19T03:16:00+00:00,2026-09-19T03:16:00+00:00,2026-09-19T03:16:00+00:00
388,e21dfd78-ea9f-5754-a3b2-3b3b66dd30b5,7,4,20,false,{3},false,2026-09-19T05:16:00+00:00,2026-09-19T05:16:00+00:00,2026-09-19T05:16:00+00:00
